baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ID,S-value
1.0688569879658107,-1.5696002456633893,6.649625512171789,-0.23604340466847626,0.8133989895568468,NA,A1BG,0.43873954645762453
0.24593512012722643,0.42985286049529386,7.066674479900003,0.060828167721315,0.9514960572541534,NA,A1BG-AS1,0.45012488456177097
4.637152066530187,0.01522522349346929,4.453107403388826,0.0034190110667177837,0.997272029171484,NA,A1CF,0.4554717631867859
5.651830346544796,-0.9847088760935205,3.1539840836612085,-0.3122111113986506,0.7548800882084639,NA,A2M,0.39367328678454644
0.8607729204452926,0.4297626024702921,7.06667447976886,0.06081539537453676,0.9515062292804091,NA,A2M-AS1,0.4470215076399448
5.9173434755975896,-2.3769724563006354,4.1301227935578995,-0.5755210135660372,0.5649389831455749,0.9901385865609099,A2ML1,0.3887870540188626
1.3342765935762895,-0.5697971915141543,6.688605762462185,-0.08518923251718198,0.9321109506695247,NA,A2MP1,0.4439030038936975
1.3019117312702482,-2.0124545112520327,6.917935522306531,-0.29090391270097493,0.7711248087666461,NA,A3GALT2,0.42655345914684856
1.2706647873240033,0.42973454264616656,7.066674479751908,0.060811424649243696,0.9515093916078341,NA,A4GALT,0.44582707968552887
1.1379549845187638,-2.0124453786569116,6.917936473793037,-0.2909025525574836,0.7711258490431059,NA,A4GNT,0.4283979519119173
0.4723857547712005,-3.0121920550097276,6.842383802560693,-0.44022553278616805,0.6597737688491074,NA,AA06,0.41769015538943927
30.096364987321277,0.2520102521125968,1.0173886215297623,0.24770303773760516,0.8043641813325535,0.9946526706943599,AAAS,0.36454541977493343
6.15968382070479,0.6933564265633437,2.727198349695074,0.25423762325203353,0.7993119861098325,0.9946526706943599,AACS,0.39994709544296453
1.9264917743299403,0.4297045594839056,7.066674479739817,0.060807181753718846,0.9515127706953409,NA,AACSP1,0.44445463525108275
1.1488151456201865,2.8722076797831835,6.917913365794937,0.4151841065233025,0.6780071327410296,NA,AADAC,0.4346065312687571
1.4346215340754875,0.42972579894417245,7.066674479747865,0.06081018733432657,0.951510377018616,NA,AADACL2,0.44511612826682523
0.7604279799460945,-0.5697575554615679,6.6886078984075965,-0.08518327940814321,0.9321156833602707,NA,AADACL2-AS1,0.44522263150087144
2.461371416993631,-4.0121213736744386,6.804281943356367,-0.5896465500803996,0.5554276363680335,NA,AADACL3,0.40939174062049
1.4151370485922352,-3.0122673300505656,6.842379837356866,-0.440236789194996,0.6597656170019239,NA,AADACL4,0.4184110464699856
0.8521485960634627,0.43004095461227165,6.76588193665244,0.06356022151120232,0.9493204063001109,NA,AADACP1,0.45487720200569487
2.637306243206334,-0.15474656186584493,5.77392869094231,-0.026800913234103375,0.9786185248252885,NA,AADAT,0.4537167116019717
138.81828936366745,0.7169704327388606,0.5781859841356186,1.2400342665011557,0.21496272011133735,0.8379444075472797,AAED1,0.2115369010676117
9.570650755843776,-0.3997265384239372,1.920519953037383,-0.20813454074858886,0.8351239180529725,0.9946526706943599,AAGAB,0.39350682010277643
5019.758665419798,0.04524959216477535,0.32782514533330664,0.1380296563851719,0.8902169794673506,0.9946526706943599,AAK1,0.34615754327020515
50.99246249121611,-1.335182255331889,0.924552542774582,-1.444138860215567,0.14869991888516765,0.7615823248890732,AAMDC,0.2441542593489505
184.63925839276848,1.3897066172390233,0.4551685812529886,3.053169033357789,0.0022643834955044123,0.10923081319165673,AAMP,0.007864212522058288
2.052488997613048,3.8721913221622217,6.675714182209546,0.5800415081402711,0.5618866267092673,NA,AANAT,0.41195007537078016
28.14510906713901,1.9828811543572233,1.1109173491683944,1.7849043007938978,0.07427684094880273,0.6048617047917345,AAR2,0.24553468935748968
1.1886864139482611,0.429739347568815,7.066674479754375,0.06081210459035492,0.9515088500955209,NA,AARD,0.4459825757090762
169.9931779356776,0.13600511800812035,0.5570019722543974,0.24417349449887268,0.8070964541938844,0.9946526706943599,AARS,0.3318029662971366
6.348214667111077,-0.9847326882954547,3.011521660199944,-0.32698841297062936,0.7436766490376855,0.9946526706943599,AARS2,0.38829748348587834
0.20494593343935538,0.4298659962829953,7.066674479936733,0.0608300265568259,0.9514945768593962,NA,AARSD1,0.45051557069459214
6.702143000467137,2.0152006678432,2.7843914815290143,0.7237490421916452,0.4692198188270561,0.9763985775107236,AASDH,0.3640289438635741
