"baseMean","log2FoldChange","lfcSE","svalue"
"ACSM1",3.07530691995013,0.000846524613771456,0.112656881829449,0.452763431352054
"ACSM2A",2.94461733286625,-0.000905087744601237,0.112645666965074,0.451202409401226
"ACSM2B",1.97061909509897,-0.000593619860608121,0.112646951763788,0.462318268626032
"ACSM3",3.01855448166323,0.00357945720121138,0.112701855390943,0.420500172563971
"ACSM4",2.73155468847936,-0.000231122357359545,0.112607797612136,0.466209121284919
"ACSM5",2.7396713994269,-0.00114610346320842,0.112650135581927,0.448069066506216
"ACSM6",1.95773871827619,-0.000736655097052412,0.112659664654586,0.457363254538295
"ACSS1",11.9889320965619,-0.00178055012379757,0.112222936267849,0.441333723622467
"ACSS2",589.482586054072,0.0135745835088321,0.107822466782444,0.365712951046599
"ACSS3",3.27222959838066,-0.00108229724652779,0.112596726752374,0.448735499558192
"ACTA1",188.077499821205,-0.0617377680235403,0.1311454673568,0.254234246182685
"ACTA2",30.8993310745509,-0.00415161398251202,0.112037296204145,0.415109883476069
"ACTA2-AS1",0.851030677703666,-0.000722360653326404,0.112659525114356,0.458993065103239
"ACTB",53050.4988682956,-0.102042774274623,0.160998038283722,0.163399856145905
"ACTBL2",157.720756347706,-0.0124840860105078,0.111750665439019,0.3709341547446
"ACTC1",122.702019875977,-0.0285589944342543,0.115484748116993,0.322844765122065
"ACTG1",12932.1756200148,-0.111496174413909,0.170152785946138,0.145093684251335
"ACTG1P17",22.1599906944863,-0.000412333024268146,0.112168770260471,0.464475181334487
"ACTG1P20",194.955373106307,-0.0490021461328249,0.122138945062107,0.275997268110552
"ACTG1P4",6.71298329976145,-0.00286641881808194,0.112468903850315,0.427717946670238
"ACTG2",483.908640919419,-1.34566327240464,0.445424968402565,0.000232784368967904
"ACTL10",1.05597661114302,-0.000723292820326978,0.112659584457796,0.458579958527486
"ACTL6A",442.300828545845,-0.0725289104224979,0.138796175176296,0.235861247885926
"ACTL6B",1.63094314313301,6.0325324522232e-06,0.112644714324243,0.473063998776148
"ACTL7A",1.35846368633909,-0.000860685028274578,0.112656353815811,0.452258577696629
"ACTL7B",0.728063117640053,-0.000719713465106922,0.112659461377643,0.459711848923593
"ACTL8",1.30414756798984,0.000299637046688961,0.112647347415216,0.465537203996593
"ACTL9",0.655826987005937,-0.000170275293766809,0.112657583840868,0.469780632479633
"ACTN1",2766.25453394299,-0.637558068925867,0.31592960939776,0.00788555839084739
"ACTN1-AS1",0.688191849311978,5.43658001900899e-05,0.112645291292753,0.472463162046276
"ACTN2",52.0282905760667,0.0101176115785523,0.112299165537712,0.380154260610148
"ACTN3",15.0990794987779,0.00316227551127037,0.112314832201603,0.424509521127986
"ACTN4",2727.85005168971,-0.0675395929658882,0.124291954000737,0.22611894726539
"ACTR10",848.797685794366,0.0158453758330194,0.10342305026011,0.354946909488897
