id,SSU_49870,SSU_49871,SSU_49872,SSU_65981,SSU_65982,SSU_65983,SSU_65984,SSU_65985,SSU_65986
A1BG,4,1,22,0,0,0,0,0,0
A1BG-AS1,0,0,6,0,0,0,0,0,0
A1CF,4,3,107,0,0,0,0,0,0
A2M,8,3,119,1,0,0,0,1,0
A2M-AS1,0,0,21,0,0,0,0,0,0
A2ML1,7,1,138,0,0,0,0,0,0
A2MP1,2,1,30,0,0,0,0,0,0
A3GALT2,1,0,31,0,0,0,0,0,0
A4GALT,0,0,31,0,0,0,0,0,0
A4GNT,1,0,27,0,0,0,0,0,0
AA06,2,0,10,0,0,0,0,0,0
AAAS,43,38,75,15,21,21,33,24,20
AACS,5,6,87,0,4,0,2,2,4
AACSP1,0,0,47,0,0,0,0,0,0
AADAC,0,1,27,0,0,0,0,0,0
AADACL2,0,0,35,0,0,0,0,0,0
AADACL2-AS1,2,1,16,0,0,0,0,0,0
AADACL3,4,0,57,0,0,0,0,0,0
AADACL4,2,0,33,0,0,0,0,0,0
AADACP1,1,1,19,0,0,0,0,0,0
AADAT,3,2,60,0,0,0,0,0,0
AAED1,182,222,202,41,55,263,61,89,160
AAGAB,16,9,70,5,7,3,2,4,10
AAK1,23353,17882,12132,2260,2700,3407,2427,2419,3506
AAMDC,68,20,30,35,35,68,34,22,65
AAMP,324,630,255,97,97,144,130,153,145
AANAT,0,2,44,0,0,0,0,1,0
AAR2,15,44,77,10,22,20,26,25,24
AARD,0,0,29,0,0,0,0,0,0
AARS,531,433,202,63,158,55,157,202,65
AARS2,8,3,97,2,0,0,2,0,7
AARSD1,0,0,5,0,0,0,0,0,0
AASDH,1,3,84,0,3,6,4,1,4
AASDHPPT,119,117,77,35,54,65,31,45,67
AASS,3,2,117,0,0,0,0,0,1
AATBC,6,4,45,2,0,0,0,0,0
AATF,381,235,233,51,56,149,88,91,136
AATK,3,0,79,0,1,1,2,1,0
AATK-AS1,1,0,39,0,0,0,0,0,0
ABALON,0,0,7,0,0,0,2,0,0
ABAT,3,1,111,0,1,0,0,1,0
ABCA1,133,128,1089,15,8,282,92,78,182
ABCA10,2,3,144,0,0,0,2,0,0
ABCA11P,0,0,19,0,0,0,0,0,0
ABCA12,14,9,237,0,0,0,0,0,0
ABCA13,23,10,349,0,0,1,0,0,0
ABCA17P,0,2,86,0,0,0,0,0,0
ABCA2,1050,1067,846,158,201,208,186,160,203
ABCA3,11,0,143,2,3,14,10,6,23
ABCA4,14,5,207,1,0,0,2,0,0
ABCA5,10,3,200,1,1,0,3,7,0
ABCA6,6,5,156,0,0,0,0,0,0
ABCA7,16,9,180,11,15,18,9,7,25
ABCA8,11,3,154,0,0,0,0,1,0
ABCA9,7,3,157,0,0,0,1,2,0
ABCA9-AS1,2,0,9,0,0,0,0,0,0
ABCB1,711,772,263,110,134,85,122,243,130
ABCB10,7,2,77,1,0,0,1,1,0
ABCB11,6,6,112,0,0,0,0,0,0
ABCB4,5,5,96,4,4,5,4,3,3
ABCB5,8,1,159,0,0,0,1,0,0
ABCB6,92,7,94,5,6,9,6,6,12
ABCB7,8639,6647,4746,548,600,1003,722,672,786
ABCB8,1,20,67,1,2,2,3,0,4
ABCB9,263,572,280,34,70,23,73,84,21
ABCC1,37,14,166,14,20,14,14,20,26
ABCC10,41,12,116,4,2,18,1,6,21
ABCC11,5,8,103,0,0,1,0,0,0
ABCC12,6,0,143,0,0,0,0,0,0
ABCC13,3,4,45,0,0,0,0,0,0
ABCC2,8,1,115,0,0,0,0,0,1
ABCC3,8,3,103,0,2,0,0,5,1
ABCC4,17,16,146,4,4,7,3,3,4
ABCC5,361,356,1210,73,69,239,104,118,233
ABCC5-AS1,0,0,19,0,0,0,0,0,0
ABCC6,7,2,122,0,0,0,0,0,0
ABCC6P1,6,0,40,0,0,0,0,0,0
ABCC6P2,1,1,13,0,0,0,0,0,0
ABCC8,10,4,145,0,0,0,0,0,0
ABCC9,8,3,186,0,0,0,0,0,0
ABCD1,53,42,77,14,26,22,22,19,20
ABCD2,5,2,83,3,0,0,18,11,1
ABCD3,865,565,623,48,36,148,74,69,102
ABCD4,88,172,135,15,20,21,8,10,20
ABCE1,5725,4472,3285,494,437,891,699,561,679
ABCF1,435,218,222,94,74,108,105,108,93
ABCF2,2931,1366,1793,228,208,348,370,340,290
ABCF3,128,173,187,29,38,52,21,43,48
ABCG1,339,402,581,51,32,135,86,115,125
ABCG2,9,5,84,1,3,10,3,14,6
ABCG4,5,3,67,1,2,4,5,2,5
ABCG5,126,2,51,0,0,0,0,0,0
ABCG8,2,1,61,0,0,0,0,0,0
ABHD1,0,0,36,0,2,1,1,2,0
ABHD10,1,0,38,0,1,0,1,2,1
ABHD11,1,2,23,2,4,8,10,3,9
ABHD11-AS1,0,0,12,0,0,0,0,0,0
ABHD12,427,463,139,20,26,24,38,50,21
ABHD12B,7,3,42,0,0,0,0,0,0
ABHD13,26,47,74,13,7,12,13,22,11
ABHD14A,1,0,12,1,0,3,3,0,0
ABHD14A-ACY1,0,0,0,0,0,0,0,0,0
ABHD14B,3,3,41,1,0,0,1,1,0
ABHD15,5,1,44,4,0,9,1,0,0
ABHD16A,693,206,395,68,69,146,90,67,81
ABHD16B,1,0,22,1,0,0,0,0,0
ABHD17A,87,37,63,22,32,42,34,22,35
ABHD17B,2859,2382,1461,229,218,252,386,385,245
ABHD17C,562,491,429,131,109,185,249,162,128
ABHD2,4143,4043,2112,376,498,467,480,569,522
ABHD3,2,0,51,0,0,0,1,1,0
ABHD4,472,164,68,5,10,8,13,22,6
ABHD5,113,146,92,17,18,18,35,24,14
ABHD6,244,167,218,12,14,17,26,25,30
ABHD8,2,1,35,2,2,11,2,2,2
ABI1,12122,9508,3783,1129,1337,1256,1412,1696,1148
ABI2,4268,1316,1115,304,357,193,252,275,152
ABI3,62,25,62,46,57,97,32,40,104
ABI3BP,5,5,160,3,1,4,12,11,3
ABL1,978,712,906,101,132,182,123,174,121
ABL2,4286,1877,2039,200,287,405,505,452,329
ABLIM1,3834,2192,2931,570,557,1595,635,490,1581
ABLIM2,14,4,133,4,0,2,3,2,1
ABLIM3,28,1,97,1,1,0,3,10,0
ABO,2,2,34,0,1,0,0,0,0
ABR,13697,9898,3449,960,1198,815,1219,1542,776
ABRA,2,0,32,0,0,1,0,0,0
ABRACL,1,2,13,50,38,31,70,45,35
ABT1,1,0,21,0,0,1,3,2,0
ABTB1,6,2,32,2,1,1,4,2,4
ABTB2,339,537,537,47,49,98,67,100,127
ACAA1,58,50,72,16,10,18,20,25,30
ACAA2,5,1,46,3,6,5,2,3,2
ACACA,5787,2870,3149,294,308,500,382,346,428
ACACB,13,6,238,0,1,6,1,3,2
ACAD10,10,3,95,1,0,2,2,1,3
ACAD11,0,0,11,0,0,0,0,0,0
ACAD8,48,92,112,13,12,11,16,1,17
ACAD9,7,4,97,4,6,6,19,13,13
ACADL,6,5,65,24,19,12,27,22,15
ACADM,4,2,75,2,1,1,0,3,5
ACADS,9,20,46,2,0,3,6,3,2
ACADSB,12,9,94,5,5,4,2,5,6
ACADVL,26,14,61,20,15,31,38,19,24
ACAN,4,4,112,1,0,0,0,0,0
ACAP1,1127,790,646,196,244,387,185,179,393
ACAP2,1652,1077,846,186,177,327,165,223,231
ACAP3,72,48,105,5,8,10,13,15,6
ACAT1,1212,473,508,78,91,211,172,119,155
ACAT2,1,0,36,1,2,0,0,0,0
ACBD3,230,153,202,96,117,177,155,166,174
ACBD4,62,28,64,5,4,5,1,2,1
ACBD5,1801,919,809,186,165,186,205,298,170
ACBD6,221,64,97,46,53,61,57,47,61
ACBD7,3,1,53,0,0,0,0,0,0
ACCS,26,42,72,7,8,19,8,7,22
ACCSL,3,3,42,0,0,1,0,0,0
ACD,2,0,29,0,0,0,0,0,0
ACE,11,19,96,17,26,1,108,203,0
ACE2,3,0,98,0,0,0,0,0,0
ACER1,1,1,37,0,1,0,0,0,0
ACER2,2,1,48,0,1,2,4,5,2
ACER3,218,79,143,13,9,25,33,35,22
ACHE,2,4,33,1,1,0,2,1,0
ACIN1,6473,3275,3451,803,896,1391,1143,1197,1554
ACKR1,0,1,21,0,0,0,0,0,0
ACKR2,1,0,42,0,0,0,0,0,0
ACKR3,11,6,21,2,4,0,12,35,0
ACKR4,1,0,23,0,0,0,0,0,1
ACLY,4206,3654,1568,328,395,404,492,514,375
ACMSD,0,1,48,0,0,0,0,0,0
ACO1,52,28,149,18,25,28,19,18,25
ACO2,1833,1074,557,163,150,198,209,187,173
ACOT1,0,0,11,0,0,0,0,0,0
ACOT11,67,73,72,9,9,2,2,4,0
ACOT12,4,3,58,0,0,0,0,0,1
ACOT13,2,2,46,25,19,34,19,25,23
ACOT2,4,0,36,0,0,0,1,0,0
ACOT4,0,0,33,0,0,0,0,1,0
ACOT6,3,0,17,0,0,0,0,0,0
ACOT7,345,147,71,69,95,4,95,58,3
ACOT8,8,6,30,5,5,1,4,5,4
ACOT9,59,44,60,20,27,15,37,29,22
ACOX1,55,36,131,15,12,12,17,22,21
ACOX2,2,2,71,0,1,0,0,1,0
ACOX3,6,3,72,0,0,0,0,0,0
ACOXL,3,0,75,0,0,0,0,0,0
ACP1,519,325,212,65,49,84,101,65,66
ACP2,205,277,116,33,16,11,30,40,9
ACP5,79,96,196,16,16,72,18,21,62
ACP6,3,1,53,2,1,5,1,2,5
ACPP,7,2,67,1,2,3,1,1,0
ACPT,0,1,34,0,0,0,1,0,0
ACR,1,0,23,0,0,0,0,0,0
ACRBP,3,1,56,0,1,3,0,0,11
ACRC,2,1,49,0,0,0,0,0,0
ACRV1,5,1,20,0,0,0,0,0,0
ACSBG1,31,31,68,17,16,1,12,17,2
ACSBG2,3,1,76,0,0,0,0,0,0
ACSF2,5,3,75,4,3,13,11,1,23
ACSF3,9,0,81,9,1,3,2,2,0
ACSL1,7,1,148,3,1,11,20,23,8
ACSL3,6,5,319,14,13,78,34,26,56
ACSL4,19264,15549,3902,1356,2020,905,1822,2232,730
ACSL5,3,2,97,33,38,31,48,37,48
ACSL6,5,1,115,1,0,1,0,0,0
ACSM1,0,1,74,0,0,0,0,0,0
ACSM2A,5,1,67,0,0,0,0,0,0
ACSM2B,4,1,44,0,0,0,0,0,0
ACSM3,3,0,54,0,1,0,0,2,1
ACSM4,3,2,50,0,0,1,0,0,2
ACSM5,5,1,62,0,0,0,0,0,0
ACSM6,1,0,47,0,0,0,0,0,0
ACSS1,6,14,88,5,2,10,4,3,19
ACSS2,1863,2184,2778,221,116,576,191,294,450
ACSS3,8,0,59,1,1,1,0,0,0
ACTA1,94,38,33,196,146,74,294,209,66
ACTA2,7,0,34,22,16,24,34,44,24
ACTA2-AS1,1,0,20,0,0,0,0,0,0
ACTB,452741,278700,82756,25086,19724,17121,33590,20254,12774
ACTBL2,9,6,52,153,136,109,205,141,96
ACTC1,28,17,54,152,77,58,147,115,87
ACTG1,93238,58408,14967,7104,5758,4149,10973,6406,3263
ACTG1P17,0,1,25,14,19,9,38,27,10
ACTG1P20,1736,981,198,88,65,41,162,106,38
ACTG1P4,2,0,22,6,5,2,9,6,3
ACTG2,464,34,55,546,335,267,703,406,251
ACTL10,1,0,25,0,0,0,0,0,0
ACTL6A,2313,879,586,217,209,364,379,273,285
ACTL6B,1,1,38,0,0,0,0,0,0
ACTL7A,1,0,24,0,0,0,0,0,2
ACTL7B,1,0,17,0,0,0,0,0,0
ACTL8,1,2,29,0,0,0,0,0,0
ACTL9,0,0,16,0,0,0,0,0,0
ACTN1,11130,4103,16761,541,319,3357,1063,668,3156
ACTN1-AS1,1,1,15,0,0,0,0,0,0
ACTN2,12,49,484,17,18,64,8,9,52
ACTN3,72,3,82,3,16,5,8,11,8
ACTN4,22119,11791,4541,1141,1202,920,1804,1534,812
ACTR10,3436,3189,2374,375,433,584,492,436,496
ACTR1A,1920,1212,776,107,131,136,147,149,95
ACTR1B,312,563,249,46,49,31,50,46,30
ACTR2,12888,7838,2269,1073,958,818,1408,1062,828
ACTR3,82605,52584,23968,6552,5526,8108,9619,6206,5979
ACTR3B,5,2,57,2,1,0,0,2,0
ACTR3BP2,3,1,14,0,0,0,0,0,0
ACTR3BP5,2,0,33,0,0,0,0,0,0
ACTR3C,4,1,31,0,0,0,0,0,0
ACTR5,3,0,46,2,7,2,4,9,3
ACTR6,173,108,193,23,13,64,17,21,63
ACTR8,719,429,402,83,97,170,88,98,206
ACTRT1,0,0,20,0,0,0,0,0,0
ACTRT2,0,0,12,0,0,0,0,0,0
ACTRT3,3,2,16,1,0,0,0,1,1
ACVR1,151,124,55,24,25,0,64,53,0
ACVR1B,80,33,456,30,20,232,41,41,197
ACVR1C,6,0,119,0,0,0,0,0,0
ACVR2A,495,184,701,72,74,175,188,286,241
ACVR2B,60,15,188,6,7,19,10,12,16
ACVR2B-AS1,1,0,28,0,0,0,0,0,0
ACVRL1,3,0,69,2,3,8,14,19,6
ACY1,1,0,9,0,0,0,0,0,0
ACY3,2,0,37,0,0,0,0,0,0
ACYP1,0,0,22,0,1,11,3,4,5
ACYP2,1,2,30,1,0,0,1,1,0
ADA,3,2,58,0,0,1,2,1,1
ADAD1,6,2,57,0,0,0,0,3,0
ADAD2,0,0,31,0,0,0,0,0,0
ADAL,10,7,64,3,2,6,2,0,5
ADAM10,16376,8837,5741,2098,1961,1752,2232,2016,2461
ADAM11,7,9,89,2,0,0,1,3,0
ADAM12,49,4,137,0,0,0,1,0,0
ADAM15,5,5,87,3,4,0,0,4,1
ADAM17,1035,510,320,89,122,128,182,194,106
ADAM18,2,1,89,0,0,0,0,0,0
ADAM19,264,171,143,171,206,10,204,165,16
ADAM1A,0,0,39,0,1,0,0,0,0
ADAM2,2,2,87,0,0,0,0,0,0
ADAM20,1,2,30,0,0,0,0,0,0
ADAM20P1,8,0,29,0,0,0,0,0,0
ADAM21,0,0,40,0,0,0,0,0,0
ADAM21P1,0,1,27,0,0,0,0,0,0
ADAM22,72,2,193,1,2,1,4,3,1
ADAM23,8,0,96,1,0,0,1,2,0
ADAM28,2,2,172,0,1,0,0,0,0
ADAM29,3,1,44,0,0,0,0,0,0
ADAM30,3,1,24,0,0,0,0,0,0
ADAM32,7,0,76,0,0,0,0,0,0
ADAM33,2,1,73,0,1,0,0,0,0
ADAM3A,2,1,82,0,0,0,0,0,0
ADAM5,3,1,65,0,0,0,0,0,0
ADAM6,2,2,26,0,0,0,0,0,0
ADAM7,6,2,88,0,0,0,0,0,0
ADAM8,7,3,73,0,3,0,2,1,0
ADAM9,15,10,110,8,12,1,9,12,2
ADAMDEC1,3,1,65,0,0,0,0,0,0
ADAMTS1,9,0,72,6,5,0,25,41,0
ADAMTS10,719,597,757,88,52,136,64,74,141
ADAMTS12,4,0,124,0,0,0,0,0,0
ADAMTS13,7,5,137,0,0,0,0,0,0
ADAMTS14,57,59,101,10,6,0,10,10,1
ADAMTS15,2,0,73,1,0,0,0,1,0
ADAMTS16,10,5,104,0,0,0,0,0,0
ADAMTS17,5,0,145,0,0,0,0,0,0
ADAMTS18,2,3,152,0,1,0,0,0,0
ADAMTS19,4,2,104,1,0,0,0,0,0
ADAMTS19-AS1,0,0,6,0,0,0,0,0,0
ADAMTS2,6,2,127,0,0,0,0,0,1
ADAMTS20,10,5,164,0,0,0,0,0,0
ADAMTS3,6,5,150,1,0,1,1,2,0
ADAMTS4,16,2,66,1,0,0,0,1,0
ADAMTS5,7,9,134,0,0,0,1,2,0
ADAMTS6,23949,16141,3907,742,1452,732,1251,1799,769
ADAMTS7,7,5,132,0,0,2,0,0,0
ADAMTS7P1,6,1,118,0,0,0,0,0,0
ADAMTS8,1,1,62,0,1,0,0,0,0
ADAMTS9,20,6,160,2,4,0,11,24,0
ADAMTS9-AS1,2,1,33,0,0,0,0,0,0
ADAMTS9-AS2,0,0,36,0,0,0,0,0,0
ADAMTSL1,7,3,193,1,1,0,0,2,0
ADAMTSL2,6,2,132,2,1,1,2,3,0
ADAMTSL3,8,3,132,0,0,0,0,2,0
ADAMTSL4,9,5,80,1,1,1,4,4,3
ADAMTSL4-AS1,0,0,18,0,0,0,0,0,0
ADAMTSL5,0,1,66,0,0,0,0,0,0
ADAP1,850,496,78,42,45,2,56,40,2
ADAP2,1,1,55,0,0,1,4,5,0
ADAR,428,399,303,61,78,78,76,86,77
ADARB1,55,25,95,6,3,0,6,4,0
ADARB2,2,1,120,0,0,0,0,0,0
ADARB2-AS1,1,1,11,0,0,0,0,0,0
ADAT1,7,0,88,1,0,0,0,0,1
ADAT2,4,1,108,1,0,1,0,0,1
ADAT3,3,3,29,0,0,1,0,2,1
ADCK1,2,10,107,1,5,8,3,2,7
ADCK2,2,2,49,1,1,2,1,1,7
ADCK3,5,8,69,1,0,1,2,1,5
ADCK4,99,16,85,5,6,10,8,11,12
ADCK5,10,2,32,2,0,3,1,2,2
ADCY1,11,2,161,0,1,0,0,0,0
ADCY10,8,1,183,0,0,0,0,0,0
ADCY10P1,1,1,78,0,0,0,0,2,0
ADCY2,11,1,133,0,0,1,4,3,0
ADCY3,1201,1303,680,104,107,176,132,114,149
ADCY4,6,1,98,2,0,2,18,17,1
ADCY5,5,0,129,0,0,0,2,4,0
ADCY6,45,6,407,2,3,71,11,5,59
ADCY7,184,114,227,38,35,61,27,33,64
ADCY8,5,0,77,0,2,0,11,6,0
ADCY9,5,1,107,1,0,5,1,8,4
ADCYAP1,0,1,38,0,0,0,0,0,0
ADCYAP1R1,7,2,96,0,1,0,0,0,0
ADD1,6354,4474,5247,430,389,1027,532,303,778
ADD2,1,0,95,0,0,1,0,1,0
ADD3,1460,886,1413,238,238,1158,295,251,788
ADD3-AS1,0,0,15,0,0,0,0,0,0
ADGB,1,1,135,0,0,0,0,0,0
ADGRA1,3,2,55,0,0,0,0,0,0
ADGRA1-AS1,0,0,9,0,0,0,0,0,0
ADGRA2,6,3,124,0,2,1,0,4,0
ADGRA3,11,4,87,0,0,0,4,7,3
ADGRB1,9,2,129,0,0,0,0,3,0
ADGRB2,5,15,291,2,2,21,1,4,25
ADGRB3,8,3,169,0,1,0,0,0,0
ADGRD1,2,2,129,0,1,0,0,0,0
ADGRE1,3,0,89,0,0,1,2,4,1
ADGRE2,5,3,115,0,0,0,4,0,0
ADGRE3,2,2,64,0,0,1,0,0,0
ADGRE4P,2,1,54,0,0,0,0,1,0
ADGRE5,3,1,72,19,22,16,25,27,13
ADGRF1,2,2,109,0,0,0,0,0,1
ADGRF2,3,0,82,0,0,0,0,0,0
ADGRF3,4,2,105,0,0,0,0,0,0
ADGRF4,0,0,56,0,0,1,0,0,0
ADGRF5,7,0,109,2,1,0,6,12,0
ADGRG1,92,50,95,27,54,0,18,9,2
ADGRG2,3,2,119,0,1,0,0,3,0
ADGRG3,4,1,48,0,0,0,0,0,0
ADGRG4,2,2,205,0,0,0,0,0,0
ADGRG5,2,3,62,3,1,2,0,0,5
ADGRG6,5,3,128,0,2,0,9,13,0
ADGRG7,2,1,67,0,0,0,0,1,0
ADGRL1,971,843,1295,141,157,350,180,158,255
ADGRL2,53,18,142,27,16,5,80,122,2
ADGRL3,11,4,111,23,5,0,97,108,0
ADGRL3-AS1,5,1,17,0,0,0,0,0,0
ADGRL4,7,0,72,0,1,0,6,10,0
ADGRV1,24,15,480,2,0,3,1,0,1
ADH1A,1,0,36,0,0,0,1,0,0
ADH1B,7,0,58,0,0,0,0,0,0
ADH1C,2,3,47,0,1,0,1,0,0
ADH4,3,1,43,0,0,0,1,0,0
ADH5,726,376,260,103,84,199,163,115,182
ADH6,0,0,72,0,0,0,0,1,0
ADH7,1,2,56,0,0,0,0,0,0
ADHFE1,0,3,62,0,0,0,1,0,0
ADI1,3,5,55,2,0,1,0,1,1
ADIG,0,0,17,0,0,0,0,0,0
ADIPOQ,0,1,37,0,0,0,0,0,0
ADIPOQ-AS1,1,0,7,0,0,0,0,0,0
ADIPOR1,13590,18476,5159,942,1344,986,1662,1771,901
ADIPOR2,1580,1000,208,101,134,92,153,114,103
ADIRF,0,0,9,0,0,0,0,0,0
ADK,356,312,115,22,3,26,45,22,20
ADM,2,0,24,0,0,0,2,0,0
ADM2,4,3,53,0,0,0,0,0,0
ADM5,1,0,19,0,0,0,0,0,0
ADNP,10120,8294,8220,1091,1227,2154,1553,1681,1761
ADNP-AS1,0,0,19,0,0,1,0,0,0
ADNP2,7,6,67,9,12,16,6,15,11
ADO,188,120,100,4,3,10,2,4,3
ADORA1,2,0,44,0,0,0,0,0,0
ADORA2A,1,0,12,0,0,0,0,0,0
ADORA2A-AS1,5,1,56,0,1,0,1,0,0
ADORA2B,94,11,44,4,5,0,12,8,2
ADORA3,3,0,12,1,1,0,0,1,1
ADPGK,1578,1078,1495,126,105,257,211,141,251
ADPGK-AS1,0,0,33,0,0,0,0,0,0
ADPRH,2,0,60,11,7,5,8,10,2
ADPRHL1,4,0,38,0,1,0,0,0,0
ADPRHL2,7,16,60,6,7,16,6,6,6
ADPRM,63,53,70,48,56,40,46,56,54
ADRA1A,5,1,51,0,0,0,0,0,0
ADRA1B,0,0,23,0,0,0,1,0,0
ADRA1D,1,3,36,0,0,0,0,0,0
ADRA2A,1,6,39,0,0,0,0,0,0
ADRA2B,0,1,35,0,2,0,0,0,1
ADRA2C,3,0,14,0,0,0,0,0,0
ADRB1,373,226,50,36,99,0,50,70,0
ADRB2,115,189,72,14,17,25,24,36,38
ADRB3,1,0,45,0,0,0,0,0,0
ADRBK1,6569,4084,3402,619,540,907,825,785,877
ADRBK2,7,1,127,3,1,1,2,3,1
ADRM1,451,276,160,53,46,61,93,72,60
ADSL,129,102,118,37,33,55,47,46,52
ADSS,19579,10363,5168,1632,1741,1720,2942,2536,1642
ADSSL1,216,284,63,4,6,4,14,25,2
ADTRP,4,1,40,0,0,0,0,0,0
AEBP1,28,1,93,2,2,0,7,2,0
AEBP2,13777,10112,4398,1340,1679,1228,2220,1922,1305
AEN,3,0,41,2,3,3,4,0,1
AES,5,5,38,8,5,9,10,3,14
AFAP1,4,2,131,0,2,6,3,1,5
AFAP1-AS1,3,0,74,0,0,0,0,0,0
AFAP1L1,2,4,119,8,4,0,7,21,0
AFAP1L2,6,0,76,0,0,0,0,0,0
AFF1,8,6,158,13,14,17,32,54,35
AFF2,13,3,226,0,0,0,0,2,1
AFF3,516,219,2086,18,17,541,67,52,461
AFF4,9436,10687,7372,1090,1698,1807,1894,2407,2278
AFG3L1P,8,1,75,6,2,8,10,8,7
AFG3L2,3002,2120,1210,192,205,247,305,253,261
AFM,8,0,55,0,0,0,0,0,0
AFMID,1,0,41,0,0,0,0,0,1
AFP,2,0,79,0,0,0,0,0,0
AFTPH,8359,7315,2138,849,1398,1026,1431,1694,869
AGA,27,10,51,7,7,4,8,9,8
AGAP1,84,4,156,3,1,1,19,12,0
AGAP1-IT1,1,0,8,0,0,0,0,0,0
AGAP11,5,0,72,0,1,2,0,2,2
AGAP2,1529,1598,931,194,250,216,204,200,206
AGAP2-AS1,0,0,1,0,1,0,0,2,0
AGAP3,2099,546,587,85,96,125,149,110,141
AGAP4,3,1,40,0,1,0,0,0,0
AGAP5,2,0,24,0,0,0,0,0,0
AGAP6,0,0,37,0,0,0,0,0,0
AGAP7P,2,1,24,0,0,0,0,0,0
AGAP9,0,1,27,0,0,0,0,0,0
AGBL1,6,0,114,0,0,1,0,0,0
AGBL1-AS1,4,0,18,0,0,0,0,0,0
AGBL2,3,0,96,0,0,0,0,0,0
AGBL3,7,4,139,3,1,9,6,0,8
AGBL4,2,2,65,0,0,0,0,0,0
AGBL4-IT1,1,0,20,0,0,0,0,0,0
AGBL5,350,209,626,66,103,105,114,87,90
AGBL5-AS1,0,0,16,0,0,0,0,0,0
AGER,3,0,21,1,0,0,0,1,1
AGFG1,30168,23018,9567,1634,2270,1516,2626,2335,1503
AGFG2,175,139,158,5,15,12,17,12,6
AGGF1,0,6,101,6,12,11,16,22,4
AGK,598,369,371,21,26,59,26,33,58
AGL,20,22,230,11,9,12,1,13,14
AGMAT,8,0,61,0,0,0,0,0,0
AGMO,2,0,42,0,0,0,0,0,0
AGO1,5581,3783,3562,444,515,1123,397,564,863
AGO2,14031,8268,5501,804,1041,1037,1417,1122,969
AGO3,1804,4041,2695,290,258,369,240,391,354
AGO4,8,3,128,2,4,0,10,9,0
AGPAT1,920,405,408,74,77,99,106,54,76
AGPAT2,3,1,37,2,0,0,0,2,1
AGPAT3,30,34,122,22,27,25,41,20,31
AGPAT4,7,1,105,5,12,2,10,8,11
AGPAT4-IT1,1,0,16,0,0,0,0,0,0
AGPAT5,225,76,136,23,10,19,24,26,16
AGPS,4993,1295,1446,401,332,501,427,447,378
AGR2,1,0,38,0,0,0,0,0,0
AGR3,1,0,26,0,0,0,0,0,0
AGRN,18,0,128,0,2,0,0,2,0
AGRP,0,0,13,1,0,0,0,0,0
AGT,0,1,48,0,0,0,0,0,0
AGTPBP1,391,191,288,98,125,131,115,119,151
AGTR1,4,2,47,0,0,0,1,0,0
AGTR2,0,3,49,0,0,0,0,0,0
AGTRAP,4,0,29,0,1,1,0,0,0
AGXT,2,1,36,0,0,0,0,0,0
AGXT2,2,0,74,0,0,0,0,0,0
AHCTF1,344,353,370,44,71,58,67,65,77
AHCTF1P1,112,92,134,17,22,37,26,40,35
AHCY,2219,1538,505,91,79,62,211,93,63
AHCYL1,7366,5338,3940,590,809,1067,987,834,859
AHCYL2,4610,2789,1414,343,279,387,468,380,353
AHDC1,1321,893,1095,176,161,299,186,292,308
AHI1,373,221,192,20,33,18,17,29,20
AHNAK,200894,179885,4654,21508,33490,658,25020,34594,401
AHNAK2,6,4,158,0,0,0,2,1,1
AHR,128,30,94,45,34,3,69,42,1
AHRR,8,1,90,0,0,0,0,0,0
AHSA1,3466,1976,834,285,250,474,371,256,339
AHSA2,20,6,53,2,2,7,3,3,7
AHSG,4,0,35,0,0,2,0,0,0
AHSP,0,0,11,0,0,0,0,0,0
AICDA,1,1,45,0,2,0,0,0,0
AIDA,3632,1972,896,233,301,198,317,277,159
AIF1,7,5,33,5,0,0,30,36,1
AIF1L,4,0,48,0,0,0,1,0,0
AIFM1,3645,2768,1246,369,366,534,451,353,443
AIFM2,5,0,53,0,0,1,1,3,0
AIFM3,1,1,76,0,0,0,0,0,0
AIG1,1,2,80,3,0,6,7,7,9
AIM1,878,585,183,132,195,32,272,272,34
AIM1L,121,54,133,20,11,13,15,10,20
AIM2,3,1,35,6,0,1,0,2,0
AIMP1,5,4,38,24,14,27,35,24,29
AIMP2,0,1,19,5,3,4,4,4,2
AIP,722,416,324,157,146,264,173,155,223
AIPL1,1,0,65,0,1,0,0,0,0
AIRE,5,2,66,0,0,0,0,0,0
AIRN,1,0,30,0,0,0,0,0,0
AJAP1,1,1,54,0,0,0,0,0,0
AJUBA,89,47,56,0,0,1,8,3,0
AK1,4,0,28,0,0,0,0,0,0
AK2,330,130,160,26,11,31,20,29,7
AK3,304,150,108,19,15,14,22,23,17
AK4,4,1,87,0,0,1,0,0,2
AK5,4,2,125,1,0,0,0,0,0
AK6,52,7,28,50,27,40,39,27,31
AK7,6,2,82,0,0,0,0,1,0
AK8,5,4,69,0,0,0,0,0,0
AK9,4,3,183,0,0,0,0,0,0
AKAP1,75,3,79,2,7,3,5,4,0
AKAP10,1976,1439,1674,181,236,290,273,312,327
AKAP11,363,282,387,76,98,123,48,80,125
AKAP12,1,2,95,2,1,0,5,1,0
AKAP13,11683,9253,5291,1586,2551,2252,2552,2749,2497
AKAP14,1,1,29,0,0,0,0,1,0
AKAP17A,4,3,57,0,0,0,0,0,0
AKAP2,0,0,21,0,0,0,0,0,0
AKAP3,4,1,51,0,0,0,1,0,0
AKAP4,2,2,60,0,0,0,0,0,0
AKAP5,0,1,80,1,1,2,0,1,2
AKAP6,4,8,151,0,0,0,0,1,0
