id,SSU_49870,SSU_49871,SSU_49872,SSU_65981,SSU_65982,SSU_65983,SSU_65984,SSU_65985,SSU_65986
RRBP1,697,829,290,229,181,137,312,359,129
RREB1,358,122,802,37,13,173,46,74,188
RRH,1,2,48,0,0,0,0,0,0
RRM1,4566,1912,362,364,252,122,740,434,117
RRM2,3630,967,91,121,65,8,268,70,1
RRM2B,1003,4079,2117,152,183,307,131,167,270
RRN3,76,68,145,11,13,23,8,13,13
RRN3P1,92,45,43,1,1,2,4,1,6
RRN3P2,19,12,77,0,1,0,0,4,0
RRN3P3,7,2,22,0,0,1,0,0,0
RRNAD1,93,34,92,10,11,44,23,18,40
RRP1,7,0,51,10,7,9,12,8,16
RRP12,374,212,375,36,33,61,52,47,71
RRP15,11,0,75,0,0,0,0,1,2
RRP1B,4,2,97,3,3,6,4,5,9
RRP36,2,0,29,0,0,1,0,1,2
RRP7A,3,2,41,0,0,0,0,2,1
RRP7BP,4,3,42,2,2,2,4,3,4
RRP8,21,4,36,6,4,6,6,3,7
RRP9,942,148,282,39,32,109,73,63,80
RRS1,134,121,56,4,4,16,12,4,10
RRS1-AS1,1,0,52,0,0,0,0,0,0
RS1,1,5,30,0,0,0,0,0,0
RSAD1,3,0,60,0,0,1,0,0,3
RSAD2,109,109,73,18,36,3,53,63,2
RSBN1,22782,26622,15727,1697,3169,2846,1875,3491,2541
RSBN1L,9348,7798,4396,946,1417,1405,1027,1366,1370
RSC1A1,1,0,5,1,2,2,4,3,1
RSF1,10854,9931,4577,1159,1604,1834,1064,1816,1801
RSG1,2,2,22,0,0,0,0,0,0
RSL1D1,3,0,66,0,1,3,5,6,1
RSL24D1,14,16,36,2,4,9,7,2,5
RSPH1,1,0,28,0,0,0,1,0,0
RSPH10B,0,0,0,0,0,0,0,0,0
RSPH10B2,0,0,0,0,0,0,0,0,0
RSPH14,5,0,35,0,0,0,0,0,0
RSPH3,0,0,45,2,0,2,7,7,4
RSPH4A,6,0,48,0,0,1,1,0,0
RSPH6A,3,1,37,0,0,0,0,0,0
RSPH9,0,3,28,2,3,1,2,2,2
RSPO1,1,0,66,0,0,1,0,0,0
RSPO2,0,1,58,0,0,0,0,0,0
RSPO3,3,1,65,0,0,0,0,3,0
RSPO4,1,3,29,0,0,0,0,0,0
RSPRY1,2276,2118,2530,203,202,419,276,266,334
RSRC1,46,49,89,13,27,23,18,14,21
RSRC2,7943,9363,3568,1413,2110,1652,1964,2973,2448
RSRP1,7,7,40,4,10,10,9,5,13
RSU1,1621,1489,1085,185,169,232,248,200,183
RSU1P2,3,2,49,0,0,0,0,0,0
RTBDN,5,0,40,0,1,0,0,0,0
RTCA,9,5,49,9,15,10,19,15,10
RTCA-AS1,0,0,18,0,0,0,0,0,0
RTCB,6878,3339,3506,650,694,1425,912,593,1129
RTEL1,0,0,7,0,0,0,0,0,0
RTEL1-TNFRSF6B,0,0,0,0,0,0,0,0,0
RTF1,4936,3666,2659,842,1076,1362,1032,1120,1159
RTFDC1,3,2,44,9,14,12,21,16,7
RTKN,1,2,67,0,0,0,0,0,0
RTKN2,5,7,137,0,1,1,0,0,0
RTL1,1,0,20,0,0,0,0,0,0
RTN1,36,1,77,0,0,1,0,1,1
RTN2,6,8,46,7,2,1,5,9,8
RTN3,12674,8288,2401,707,755,601,1004,795,450
RTN4,1180,988,417,181,263,232,384,362,226
RTN4IP1,119,46,178,16,17,39,18,14,19
RTN4R,2,1,23,0,0,0,0,0,0
RTN4RL1,55,66,206,5,6,35,6,10,16
RTN4RL2,0,0,31,0,0,0,0,1,0
RTP1,1,1,15,0,0,0,0,0,0
RTP2,1,0,14,0,0,0,0,0,0
RTP3,0,0,21,0,0,0,0,0,0
RTP4,2,0,16,0,0,0,0,0,1
RTP5,1,1,25,0,0,0,0,0,0
RTTN,210,129,341,27,32,45,28,26,55
RUFY1,122,183,176,37,41,54,38,73,58
RUFY2,113,120,219,21,21,36,23,22,59
RUFY3,183,179,212,33,40,31,50,79,37
RUFY4,5,2,81,0,0,0,0,0,0
RUNDC1,2630,513,331,83,94,148,141,129,149
RUNDC3A,7,70,75,0,2,19,7,5,5
RUNDC3A-AS1,3,1,70,0,0,0,0,0,0
RUNDC3B,1159,1215,1034,80,51,123,43,83,140
RUNX1,2918,4016,1675,311,479,324,407,647,314
RUNX1-IT1,1,0,23,1,0,0,0,1,3
RUNX1T1,13,3,128,5,12,1,5,19,0
RUNX2,60376,40058,1940,4658,6438,175,6545,6369,168
RUNX3,5881,4379,3318,509,525,750,520,525,608
RUSC1,14,15,50,7,10,5,3,8,7
RUSC1-AS1,0,0,4,0,0,0,0,0,0
RUSC2,3,1,92,1,4,0,14,18,0
RUVBL1,967,676,276,143,118,194,203,112,155
RUVBL1-AS1,2,1,22,1,0,0,0,0,0
RUVBL2,1529,549,393,127,74,180,151,108,133
RWDD1,525,387,136,92,78,54,118,113,61
RWDD2A,11,0,21,4,3,1,3,3,2
RWDD2B,8,19,29,3,5,4,6,3,5
RWDD3,2,5,38,2,0,14,1,0,10
RWDD4,2,0,32,1,0,1,1,0,1
RXFP1,16,1,101,0,0,0,0,0,0
RXFP2,5,1,72,0,0,1,0,0,0
RXFP3,1,0,39,0,0,0,0,0,0
RXFP4,0,0,19,0,0,0,0,0,0
RXRA,619,328,310,23,19,32,87,84,31
RXRB,264,341,434,26,32,73,46,40,53
RXRG,6,1,62,0,0,3,1,0,0
RYBP,3350,4661,2910,629,906,780,1014,1490,621
RYK,1139,402,64,64,87,0,56,70,7
RYR1,29,18,388,1,6,0,6,11,5
RYR2,26,7,439,0,5,0,1,0,0
RYR3,121,324,443,13,19,14,13,25,22
S100A1,0,0,6,0,0,1,1,0,0
S100A10,1647,753,128,629,599,316,989,489,188
S100A11,13,7,16,258,347,124,342,217,168
S100A12,0,0,21,0,0,0,0,0,0
S100A13,1,1,21,7,5,5,5,4,7
S100A14,0,0,18,0,0,0,0,0,0
S100A16,3,0,14,0,0,0,0,0,0
S100A2,0,0,21,0,0,0,0,0,0
S100A3,1,1,12,0,0,0,0,0,0
S100A4,5226,2080,43,3310,3059,6,3295,1625,24
S100A5,0,1,15,0,0,0,0,0,0
S100A6,53644,22525,474,9443,9010,32,11135,6572,76
S100A7,1,0,15,0,0,0,0,0,0
S100A7A,3,1,54,0,0,0,0,0,0
S100A7L2,1,0,15,0,0,0,0,0,0
S100A8,1,0,14,0,0,0,0,0,0
S100A9,0,0,19,4,0,0,3,5,0
S100B,0,0,25,0,0,0,0,0,0
S100G,0,0,16,0,0,0,0,0,0
S100P,2,0,17,0,0,0,0,0,0
S100PBP,67,24,102,41,45,112,28,48,84
S100Z,3,1,23,0,0,0,0,0,0
S1PR1,1136,818,3633,87,36,912,175,158,729
S1PR2,1,1,48,0,0,0,1,1,0
S1PR3,2,0,43,0,3,1,6,1,0
S1PR4,2,0,14,1,0,0,1,1,0
S1PR5,0,0,44,0,0,0,0,0,0
SAA1,0,0,11,0,0,0,1,1,0
SAA2,0,0,32,0,0,0,0,0,0
SAA2-SAA4,0,0,0,0,0,0,0,0,0
SAA3P,2,0,21,0,0,0,0,0,0
SAA4,4,0,2,0,0,0,0,0,0
SAAL1,68,7,58,3,1,0,1,2,3
SAC3D1,6,0,28,0,0,0,2,1,0
SACM1L,3176,2351,1085,190,149,235,184,201,194
SACS,9586,8421,4223,771,967,1080,884,1391,1015
SACS-AS1,2,0,34,0,0,0,0,0,0
SAE1,51,19,62,41,37,36,42,31,37
SAFB,48,26,103,42,51,49,56,55,60
SAFB2,85,67,126,70,87,81,79,124,118
SAG,4,2,71,0,0,0,0,0,2
SAGE1,0,2,90,0,0,0,0,0,0
SALL1,2,2,38,0,0,0,1,0,0
SALL2,13,36,70,4,6,10,1,2,4
SALL3,2,1,61,0,0,0,0,0,0
SALL4,2,1,46,0,0,0,0,0,0
SALRNA1,1,0,16,0,1,0,0,0,2
SALRNA2,1,1,24,0,0,0,0,0,0
SALRNA3,0,0,16,0,0,0,0,0,0
SAMD1,5,2,23,5,5,10,17,5,8
SAMD10,32,12,59,1,1,4,5,8,6
SAMD11,1,0,36,0,0,0,0,0,0
SAMD12,5,2,102,0,3,0,2,5,0
SAMD12-AS1,2,0,25,0,0,0,0,0,0
SAMD13,0,0,44,0,0,2,0,0,2
SAMD14,5,1,59,0,0,0,0,1,1
SAMD15,1,0,32,0,0,0,0,0,0
SAMD3,54,152,62,21,30,1,21,52,1
SAMD4A,116,2,111,9,19,2,23,36,3
SAMD4B,7494,7168,4013,415,732,524,754,902,501
SAMD5,2,1,56,0,1,0,0,4,0
SAMD7,1,2,50,0,0,0,0,0,0
SAMD8,725,1148,750,109,101,130,214,193,143
SAMD9,9,8,68,32,39,50,24,57,53
SAMD9L,16,13,96,76,68,115,53,88,96
SAMHD1,289,214,170,130,143,130,160,133,172
SAMM50,3,2,58,6,5,10,11,10,15
SAMSN1,459,612,90,130,223,20,213,169,21
SAMSN1-AS1,1,0,11,0,0,0,0,0,0
SAP130,5876,5884,3476,464,536,695,648,631,635
SAP18,2265,1888,658,307,351,350,484,459,302
SAP25,0,1,16,0,0,0,0,0,0
SAP30,336,114,44,90,94,40,207,177,29
SAP30BP,589,272,227,81,94,90,167,137,94
SAP30L,126,133,152,68,99,67,83,65,71
SAP30L-AS1,1,0,32,0,0,0,0,0,0
SAPCD1,0,0,0,0,0,0,0,0,0
SAPCD1-AS1,0,0,0,0,0,0,0,0,0
SAPCD2,0,1,35,0,0,0,1,0,0
SAR1A,5468,3618,1732,477,603,434,823,782,388
SAR1B,2742,2580,746,250,294,189,392,296,236
SARAF,80,58,74,41,28,54,33,50,49
SARDH,9,4,105,1,0,0,1,0,0
SARM1,2,6,74,1,2,0,1,0,0
SARNP,322,198,211,106,89,129,108,102,113
SARS,6084,4797,2363,375,531,605,724,619,492
SARS2,198,32,74,9,8,21,19,15,20
SART1,1993,1288,718,275,271,476,531,520,490
SART3,79,46,139,32,40,34,33,35,44
SASH1,7,1,117,5,4,0,28,42,0
SASH3,2504,1580,1729,161,157,363,161,149,277
SASS6,42,49,98,15,7,22,14,24,13
SAT1,7373,8753,1822,840,1524,771,1656,2370,740
SAT2,2,0,16,0,1,1,0,1,0
SATB1,8035,8745,73547,1783,1183,13685,1924,1501,12164
SATB1-AS1,2,3,21,0,0,0,0,0,0
SATB2,2,2,101,5,2,1,4,4,0
SATB2-AS1,1,1,30,0,0,0,0,0,0
SATL1,0,0,28,0,0,0,0,0,0
SAV1,147,347,190,51,42,82,77,103,84
SAXO1,4,0,38,0,0,0,0,0,0
SAXO2,0,1,37,0,0,0,0,0,0
SAYSD1,38,57,116,13,16,39,8,8,21
SBDS,323,262,251,31,39,57,40,53,54
SBDSP1,319,392,323,98,212,152,113,178,221
SBF1,2412,1781,1810,245,305,484,230,308,512
SBF1P1,63,36,108,26,38,50,24,32,54
SBF2,234,87,331,6,6,23,50,52,12
SBF2-AS1,0,0,24,1,0,0,0,0,0
SBK1,47,13,158,13,3,26,19,13,25
SBK2,0,0,29,0,0,0,0,0,0
SBK3,1,0,28,0,0,0,0,0,0
SBNO1,17913,12818,9325,1568,1868,2588,1795,2118,2183
SBNO2,92,170,239,38,34,44,72,65,57
SBSN,2,1,17,0,0,1,0,0,0
SBSPON,3,2,47,0,0,0,0,0,0
SC5D,8,3,106,2,0,0,0,0,3
SCAF1,53,55,131,31,33,29,22,33,49
SCAF11,87,145,175,88,93,164,116,131,203
SCAF4,4622,2792,2976,421,477,765,657,562,680
SCAF8,5487,3036,3438,433,664,1003,810,970,840
SCAI,4382,2516,1633,101,179,172,79,124,190
SCAMP1,2,3,85,0,0,1,2,4,1
SCAMP1-AS1,0,0,21,0,0,0,0,0,0
SCAMP2,621,334,161,55,31,39,67,57,37
SCAMP3,5539,5301,3329,396,495,701,504,393,627
SCAMP4,9,6,48,4,1,3,0,4,6
SCAMP5,1,0,64,0,0,0,0,0,0
SCAND1,43,19,29,30,42,61,70,44,52
SCAND2P,17,11,55,0,0,0,3,1,0
SCAP,3584,1734,1275,298,300,387,447,342,350
SCAPER,1100,1157,1661,217,232,540,126,256,528
SCARA3,0,1,53,0,2,0,0,0,0
SCARA5,6,2,59,0,0,0,0,1,0
SCARB1,1,0,63,1,0,1,0,1,0
SCARB2,4,3,64,8,3,11,10,15,10
SCARF1,3,2,65,0,0,0,0,0,0
SCARF2,7,4,54,0,0,0,0,0,0
SCARNA1,0,1,5,1,1,1,0,1,0
SCARNA10,0,0,3,1,2,0,0,0,0
SCARNA11,0,0,0,0,0,0,0,0,2
SCARNA12,0,0,2,1,0,7,3,0,3
SCARNA13,0,0,0,0,0,0,0,0,0
SCARNA14,1,0,4,18,4,0,22,12,1
SCARNA15,0,0,0,0,0,0,0,0,0
SCARNA16,0,0,0,0,0,0,0,0,0
SCARNA17,0,0,1,0,2,1,0,1,0
SCARNA18,0,0,4,0,0,0,1,0,0
SCARNA2,0,2,14,1,5,3,1,1,4
SCARNA20,0,0,6,0,0,0,1,0,0
SCARNA21,0,0,0,0,0,0,0,0,0
SCARNA22,0,0,5,0,0,0,0,0,0
SCARNA23,0,0,6,0,0,0,0,0,0
SCARNA27,0,0,5,0,0,0,0,0,0
SCARNA3,0,0,7,0,1,0,1,0,0
SCARNA4,0,0,3,0,0,3,0,0,1
SCARNA5,0,0,8,1,1,0,0,0,1
SCARNA6,1,0,4,0,0,0,0,0,0
SCARNA7,20,17,26,16,25,21,18,28,23
SCARNA8,0,0,2,2,1,0,1,1,0
SCARNA9,0,0,2,0,0,1,1,0,0
SCARNA9L,0,1,8,0,0,1,0,0,0
SCART1,5,0,70,0,0,0,0,0,0
SCCPDH,6,13,58,1,1,0,1,0,0
SCD,10,2,69,6,4,11,11,14,9
SCD5,4,3,67,1,0,0,1,2,0
SCEL,3,2,105,0,0,0,0,0,0
SCEL-AS1,0,0,7,0,0,0,0,0,0
SCFD1,3732,3052,2824,277,290,633,401,352,551
SCFD2,11,2,70,6,3,12,7,9,13
SCG2,0,3,33,0,0,0,0,4,0
SCG3,3,1,61,0,0,0,0,0,0
SCG5,3,0,28,0,0,4,0,0,1
SCGB1A1,2,2,9,0,0,0,0,0,0
SCGB1B2P,0,0,14,0,0,0,0,0,0
SCGB1C1,0,0,10,0,0,0,0,0,0
SCGB1C2,3,0,5,0,0,0,0,0,0
SCGB1D1,0,0,9,0,0,0,0,0,0
SCGB1D2,0,0,12,0,0,0,0,0,0
SCGB1D4,1,0,18,0,0,0,0,0,0
SCGB2A1,2,0,7,0,0,0,0,0,0
SCGB2A2,1,0,4,0,0,0,0,0,0
SCGB2B2,0,0,10,0,0,0,0,1,0
SCGB2B3P,1,0,4,0,0,0,0,0,0
SCGB3A1,0,0,17,0,0,0,0,0,0
SCGB3A2,1,0,11,0,0,0,0,0,0
SCGN,0,0,58,0,0,0,0,0,0
SCHIP1,0,0,17,0,0,0,0,1,0
SCHLAP1,1,1,25,0,0,0,0,0,0
SCIMP,0,0,27,0,0,0,0,1,0
SCIN,40,3,71,7,1,1,5,6,0
SCLT1,66,160,199,30,23,47,23,27,31
SCLY,0,0,6,0,0,0,0,0,0
SCMH1,320,412,1232,42,4,219,52,67,184
SCML1,0,0,68,0,0,1,0,0,0
SCML2,1,0,87,0,0,0,0,0,0
SCML4,9,5,86,1,0,26,5,1,25
SCN10A,8,1,146,0,0,0,0,0,0
SCN11A,8,0,140,0,2,0,0,0,0
SCN1A,51,3,125,0,0,0,1,1,0
SCN1B,4,0,28,2,3,0,1,2,1
SCN2A,53,21,154,0,0,0,1,0,0
SCN2B,2,2,67,0,0,0,0,0,0
SCN3A,40,3,197,2,1,0,3,3,1
SCN3B,3,0,94,0,0,0,0,3,0
SCN4A,19,0,132,1,0,2,7,6,0
SCN4B,5,1,85,0,1,0,0,2,0
SCN5A,6,3,198,0,2,1,0,0,2
SCN7A,11,4,151,1,3,0,12,18,0
SCN8A,66,2,188,0,1,0,5,4,0
SCN9A,16,2,148,0,0,0,0,1,0
SCNM1,0,1,5,0,0,0,0,0,1
SCNN1A,12,0,68,0,0,0,5,6,0
SCNN1B,10,4,51,0,0,0,0,0,0
SCNN1D,3,1,75,0,0,0,0,0,0
SCNN1G,4,3,65,0,0,0,1,3,0
SCO1,11,21,33,6,5,3,9,16,0
SCO2,0,0,1,0,0,0,0,0,0
SCOC,164,78,143,42,60,50,64,53,52
SCOC-AS1,4,3,26,0,0,0,0,0,0
SCP2,200,253,321,42,43,185,48,46,142
SCP2D1,0,0,10,0,0,0,0,0,0
SCPEP1,27,16,52,12,17,5,32,37,0
SCRG1,1,0,28,1,0,0,0,0,0
SCRIB,6,3,123,5,6,7,10,5,7
SCRN1,3,0,87,1,1,0,0,0,1
SCRN2,1,1,26,1,1,1,0,0,0
SCRN3,27,4,68,4,3,2,4,4,0
SCRT1,26,14,61,4,9,0,0,4,0
SCRT2,9,0,53,0,0,0,0,0,0
SCT,0,0,11,0,0,0,0,1,0
SCTR,7,1,54,0,0,0,0,0,1
SCUBE1,15,3,116,0,1,0,0,6,0
SCUBE2,10,3,147,1,2,0,3,4,0
SCUBE3,6,1,122,0,1,1,0,0,0
SCX,2,0,20,0,1,0,0,0,1
SCYL1,840,506,498,59,51,67,79,82,66
SCYL2,6387,5187,2233,417,596,410,616,708,335
SCYL3,38,45,95,9,15,16,6,19,23
SDAD1,528,219,322,87,79,144,147,109,164
SDC1,3,0,46,1,0,0,3,3,0
SDC2,1,2,44,0,0,0,0,1,0
SDC3,8,5,90,2,2,0,5,11,0
SDC4,1,2,30,0,1,0,0,0,0
SDC4P,0,0,13,0,0,0,0,0,0
SDCBP,555,256,231,65,83,117,191,162,88
SDCBP2,0,0,4,0,0,0,0,1,0
SDCBP2-AS1,1,0,39,0,0,0,0,0,0
SDCCAG3,9,4,55,7,11,9,7,9,13
SDCCAG8,191,101,149,22,40,30,41,48,42
SDE2,11,4,59,6,5,4,8,12,11
SDF2,1708,1001,531,209,222,237,223,201,200
SDF2L1,53,33,14,16,8,5,32,10,8
SDF4,5,2,50,40,43,33,60,57,50
SDHA,487,430,458,73,74,198,87,77,119
SDHAF1,0,1,21,0,0,0,0,0,0
SDHAF2,853,409,285,101,97,118,132,88,122
SDHAF3,6,0,24,1,0,1,0,3,0
SDHAF4,0,0,13,0,1,2,0,0,0
SDHAP1,1,0,60,0,2,0,2,1,8
SDHAP2,0,0,32,0,2,0,0,0,1
SDHAP3,0,0,27,0,1,1,0,0,0
SDHB,1069,521,226,275,232,282,454,293,171
SDHC,2,1,34,0,0,1,0,2,3
SDHD,0,2,28,1,0,0,0,0,0
SDK1,10,8,215,0,0,0,0,0,0
SDK2,9,2,216,0,0,0,1,1,0
SDPR,4,4,43,7,2,0,18,13,0
SDR16C5,3,4,76,0,0,0,0,0,0
SDR16C6P,0,1,16,0,0,0,0,0,0
SDR39U1,0,0,13,1,0,0,0,0,0
SDR42E1,0,1,38,0,0,1,1,0,0
SDR9C7,1,0,31,0,0,0,0,0,0
SDS,2,1,35,0,0,0,0,0,0
SDSL,0,3,37,0,0,0,0,0,0
SEBOX,0,0,18,0,0,0,0,0,0
SEC11A,1096,1054,714,240,230,498,405,324,336
SEC11C,6852,4366,2131,1652,1451,2213,2128,1740,2001
SEC13,251,254,173,51,65,95,112,68,72
SEC14L1,227,86,163,29,24,44,53,34,46
SEC14L1P1,5,1,34,1,4,4,4,1,5
SEC14L2,6,0,64,0,1,0,1,0,0
SEC14L3,3,0,53,2,1,0,2,9,0
SEC14L4,1,1,45,0,0,0,0,0,0
SEC14L5,6,1,103,0,0,0,0,0,0
SEC14L6,0,1,43,0,0,0,0,0,0
SEC16A,12,6,155,22,23,30,11,24,40
SEC16B,7,1,93,0,0,0,0,0,1
SEC1P,3,0,38,0,0,0,0,0,0
SEC22A,867,210,202,25,34,31,35,21,42
SEC22B,2568,2025,686,141,239,230,259,331,183
SEC22C,2,1,87,6,0,0,1,1,2
SEC23A,2165,1564,951,95,92,115,122,169,90
SEC23B,2982,2228,962,263,239,262,386,407,288
SEC23IP,515,182,299,58,61,89,100,96,90
SEC24A,7050,6164,2126,547,764,498,810,963,561
SEC24B,825,465,597,108,98,174,119,164,196
SEC24B-AS1,0,0,19,0,0,0,0,0,0
SEC24C,8299,5648,4934,603,687,1291,781,864,953
SEC24D,99,98,133,21,22,15,27,20,10
SEC31A,5387,3704,2047,441,640,830,838,754,672
SEC31B,8,5,114,0,0,0,0,0,4
SEC61A1,3890,2641,595,295,297,198,509,340,193
SEC61A2,75,133,137,15,20,21,14,28,34
SEC61B,1,0,18,39,40,52,62,35,56
SEC61G,675,300,69,488,404,344,653,460,328
SEC62,6694,5184,2576,1167,1476,1599,1021,1351,1192
SEC63,10879,5648,4887,608,605,884,1033,857,762
SECISBP2,3,2,102,1,1,1,0,2,3
SECISBP2L,1368,1254,840,138,203,291,161,270,273
SECTM1,2,4,42,0,0,0,0,0,0
SEH1L,561,399,337,94,93,187,133,90,155
SEL1L,426,262,298,57,77,105,97,127,89
SEL1L2,3,2,89,0,0,0,0,0,0
SEL1L3,6,1,107,0,0,2,0,0,0
SELE,2,1,77,0,0,0,0,0,0
SELENBP1,3,0,54,0,0,4,2,14,0
SELK,223,208,41,48,115,59,100,111,76
SELL,6,1,54,7,1,59,7,7,68
SELM,1,0,9,0,0,0,1,0,0
SELO,20,8,57,3,5,3,3,1,3
SELP,3,3,65,1,2,0,0,0,0
SELPLG,1,0,38,18,10,16,12,5,14
SELT,13304,6439,8097,973,853,1907,1450,1268,1581
SELV,1,0,20,0,0,0,0,0,0
SEMA3A,6,1,102,0,1,0,2,8,0
SEMA3B,3,1,62,0,0,0,0,1,0
SEMA3B-AS1,0,0,7,0,0,0,0,0,0
SEMA3C,3,7,120,9,5,0,12,19,0
SEMA3D,4,10,124,0,1,0,0,1,0
SEMA3E,11,4,126,0,0,0,1,2,0
SEMA3F,8,15,71,0,1,0,23,23,0
SEMA3G,5,1,90,0,0,0,3,3,1
SEMA4A,229,237,127,83,68,80,58,71,95
SEMA4B,7,2,79,1,1,18,2,6,12
SEMA4C,14,15,56,3,6,0,22,27,0
SEMA4D,15,4,136,64,82,47,89,72,58
SEMA4F,54,55,145,6,5,10,4,8,9
SEMA4G,1,16,90,0,2,13,3,6,5
SEMA5A,11,5,184,0,0,0,4,4,0
SEMA5B,5,3,106,0,0,1,0,1,0
SEMA6A,6,2,112,10,20,0,104,103,0
SEMA6A-AS1,0,1,10,0,0,0,0,0,0
SEMA6B,4,1,104,0,0,0,2,1,0
SEMA6C,3,2,94,3,3,2,2,3,1
SEMA6D,10998,7322,232,1407,3949,5,1191,1678,1
SEMA7A,557,94,83,93,98,6,214,162,14
SEMG1,0,0,20,0,0,0,0,0,0
SEMG2,0,2,27,0,0,0,0,0,0
SENCR,1,4,42,0,0,2,0,0,1
SENP1,649,433,588,78,104,124,91,125,144
SENP2,1809,1794,1564,191,224,430,291,290,423
SENP3,0,0,1,5,5,14,7,6,2
SENP3-EIF4A1,1,0,4,0,0,0,0,0,0
SENP5,1375,1394,659,148,129,197,180,196,165
SENP6,4428,4483,3212,777,985,1656,992,1079,1632
SENP7,865,830,839,122,164,380,90,136,334
SENP8,15,32,109,5,5,14,2,3,8
SEP15,341,219,122,96,85,115,117,112,92
SEPHS1,1046,465,235,70,88,136,134,100,79
SEPHS2,196,174,63,39,47,18,71,42,25
SEPN1,25,74,87,17,21,4,11,15,1
SEPP1,0,0,23,3,1,12,6,8,15
SEPSECS,182,59,178,22,28,32,33,16,29
SEPSECS-AS1,2,0,11,0,0,0,0,0,0
SEPT1,1038,1115,666,291,245,523,321,209,407
SEPT10,1,4,49,1,0,1,4,1,0
SEPT11,133,83,107,165,186,44,182,145,29
SEPT12,2,1,47,0,0,0,0,0,0
SEPT14,5,1,69,0,0,0,1,2,0
SEPT2,1747,1403,520,79,76,93,137,114,78
SEPT3,4,1,80,3,2,0,1,6,0
SEPT4,16,224,100,15,14,12,41,46,13
SEPT4-AS1,0,0,4,0,0,0,0,0,0
SEPT5,0,0,6,0,0,0,0,0,0
SEPT5-GP1BB,2,3,10,0,0,0,0,0,0
SEPT6,9917,4569,5307,952,947,1930,1372,731,1626
SEPT7,46624,27466,11213,5637,5771,6367,7170,5728,4794
SEPT7-AS1,4,0,18,0,0,0,0,0,0
SEPT7P2,316,174,126,24,31,31,43,20,20
SEPT7P9,1,0,18,0,1,0,1,0,0
SEPT8,7,26,92,3,3,5,18,35,1
SEPT9,2519,2267,1038,223,246,250,212,270,199
SEPW1,0,0,22,1,3,8,6,7,10
SERAC1,7,3,97,0,2,3,3,2,3
SERBP1,106345,68559,34381,14235,14058,18296,20494,14017,15583
SERF1A,0,0,0,0,0,0,0,0,0
SERF1B,0,0,0,0,0,0,0,0,0
SERF2,2132,1636,1033,1060,902,1774,1099,896,1225
SERF2-C15ORF63,0,0,0,0,0,0,0,0,0
SERGEF,5,2,68,2,1,0,3,0,1
SERHL,1,0,19,0,0,0,0,0,0
SERHL2,4,0,38,0,0,0,0,0,0
SERINC1,2857,2730,885,327,462,370,484,561,303
SERINC2,4,4,64,0,0,0,1,0,0
SERINC3,3,1,70,60,77,36,117,132,53
SERINC4,2,0,26,0,0,0,1,1,1
SERINC5,5,2,105,0,1,1,1,1,2
SERP1,2236,2809,849,345,339,351,584,498,278
SERP2,37,12,19,9,10,2,11,2,1
SERPINA1,5,1,60,3,0,0,0,1,0
SERPINA10,2,0,52,0,0,0,0,0,0
SERPINA11,0,0,35,0,0,0,0,0,0
SERPINA12,2,0,55,0,0,0,0,0,0
SERPINA13P,7,0,23,0,0,0,0,0,0
SERPINA2,1,0,25,0,0,0,0,0,0
SERPINA3,1,0,21,1,2,0,1,1,1
SERPINA4,3,1,29,0,0,0,0,0,0
SERPINA5,1,0,52,0,0,0,0,0,0
SERPINA6,2,0,21,0,0,0,0,0,0
SERPINA7,0,1,25,0,0,0,0,0,0
SERPINA9,1,0,33,0,0,0,0,1,0
SERPINB1,0,4,60,0,1,12,1,2,8
SERPINB10,0,3,16,0,0,0,0,0,0
SERPINB11,2,1,52,0,0,0,0,0,0
SERPINB12,2,2,46,0,0,0,1,0,0
SERPINB13,1,2,53,0,0,0,1,0,0
SERPINB2,0,2,53,0,0,0,0,0,0
SERPINB3,1,1,39,0,0,0,0,0,0
SERPINB4,3,2,24,0,0,0,0,0,0
SERPINB5,2,2,46,0,0,0,0,0,0
SERPINB6,4,1,62,11,9,5,25,15,2
SERPINB7,2,1,47,0,0,0,0,0,0
SERPINB8,3,1,61,3,0,1,6,5,0
SERPINB9,4,2,54,6,9,3,22,24,2
SERPINB9P1,1,0,19,0,0,0,0,0,0
SERPINC1,0,0,54,0,0,0,1,4,0
SERPIND1,1,0,39,2,2,0,0,0,3
SERPINE1,3,4,68,0,0,0,1,1,0
SERPINE2,4,1,73,1,4,3,3,1,1
SERPINE3,1,0,38,1,0,0,0,0,0
SERPINF1,3,0,39,0,0,0,0,0,0
SERPINF2,3,2,38,0,0,1,1,0,0
SERPING1,0,0,36,0,1,0,2,3,0
SERPINH1,2,0,47,0,0,0,2,6,0
SERPINI1,20,3,43,2,3,9,9,12,11
SERPINI2,3,0,41,0,0,0,0,0,0
SERTAD1,14,20,23,9,8,3,17,19,8
SERTAD2,1639,1666,1238,181,336,309,292,405,258
SERTAD3,3,1,33,0,0,0,1,2,1
SERTAD4,2,1,23,0,0,0,0,0,0
SERTAD4-AS1,1,0,13,0,0,0,0,0,0
SERTM1,0,0,44,0,0,0,0,0,0
SESN1,202,187,1292,45,41,270,32,86,166
SESN2,140,107,73,19,42,6,102,84,24
SESN3,795,670,866,262,239,714,241,293,630
SESTD1,54,9,187,3,3,12,18,23,5
SET,13541,6959,3475,1886,1595,2354,2577,1621,1952
SETBP1,1983,4827,305,311,862,56,236,844,148
